date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2022-06-02,12.0,34.0,48.0,-11.0,11,14
2022-06-03,13.0,34.0,45.0,-11.0,13,14
2022-06-04,10.0,33.0,37.0,-8.0,18,13
2022-06-05,8.0,30.0,37.0,-8.0,23,14
2022-06-06,11.0,30.0,46.0,-12.0,10,15
2022-06-07,14.0,35.0,52.0,-9.0,8,14
2022-06-08,13.0,32.0,53.0,-11.0,8,15
2022-06-09,12.0,31.0,50.0,-11.0,9,15
2022-06-10,12.0,31.0,43.0,-10.0,13,15
2022-06-11,10.0,31.0,36.0,-8.0,19,13
2022-06-12,9.0,29.0,37.0,-6.0,24,14
2022-06-13,11.0,29.0,47.0,-11.0,9,15
2022-06-14,12.0,30.0,50.0,-9.0,8,15
2022-06-15,12.0,31.0,52.0,-9.0,7,15
2022-06-16,12.0,31.0,48.0,-9.0,8,15
2022-06-17,8.0,26.0,37.0,-11.0,9,16
2022-06-18,9.0,30.0,38.0,-6.0,17,13
2022-06-19,9.0,29.0,41.0,-6.0,25,14
2022-06-20,13.0,31.0,56.0,-8.0,5,15
2022-06-21,12.0,30.0,56.0,-7.0,4,15
2022-06-22,12.0,30.0,57.0,-7.0,3,15
2022-06-23,12.0,30.0,52.0,-7.0,4,16
2022-06-24,11.0,29.0,45.0,-7.0,6,16
2022-06-25,11.0,32.0,42.0,-2.0,16,13
2022-06-26,8.0,27.0,40.0,-1.0,24,14
2022-06-27,13.0,31.0,59.0,-5.0,0,16
2022-06-28,14.0,33.0,61.0,-3.0,-1,15
2022-06-29,16.0,34.0,63.0,-3.0,-1,15
2022-06-30,18.0,39.0,60.0,-1.0,1,15
2022-07-01,17.0,40.0,54.0,-1.0,2,15
2022-07-02,16.0,41.0,50.0,6.0,11,12
2022-07-03,17.0,39.0,51.0,7.0,24,12
2022-07-04,19.0,39.0,67.0,0.0,-1,15
2022-07-05,17.0,39.0,63.0,1.0,-2,15
2022-07-06,20.0,39.0,66.0,0.0,-1,15
2022-07-07,22.0,43.0,65.0,3.0,0,14
2022-07-08,19.0,43.0,54.0,3.0,1,15
2022-07-09,12.0,42.0,45.0,-5.0,-17,17
2022-07-10,-2.0,19.0,31.0,-14.0,4,15
2022-07-11,17.0,39.0,70.0,-2.0,-3,14
2022-07-12,15.0,37.0,64.0,0.0,0,14
2022-07-13,15.0,35.0,62.0,-3.0,2,14
2022-07-14,17.0,37.0,60.0,-2.0,4,14
2022-07-15,12.0,29.0,47.0,-5.0,7,15
2022-07-16,10.0,32.0,37.0,-3.0,13,14
2022-07-17,15.0,39.0,40.0,2.0,25,13
2022-07-18,14.0,34.0,53.0,-8.0,9,14
2022-07-19,14.0,34.0,56.0,-7.0,11,17
2022-07-20,14.0,35.0,55.0,-8.0,10,14
2022-07-21,13.0,33.0,51.0,-8.0,12,14
2022-07-22,11.0,29.0,44.0,-9.0,15,15
2022-07-23,11.0,32.0,39.0,-5.0,20,13
2022-07-24,8.0,28.0,34.0,-7.0,22,14
2022-07-25,11.0,32.0,43.0,-10.0,11,15
2022-07-26,13.0,34.0,50.0,-8.0,12,14
2022-07-27,14.0,34.0,53.0,-8.0,12,14
2022-07-28,16.0,38.0,52.0,-6.0,14,14
2022-07-29,16.0,38.0,50.0,-3.0,16,13
2022-07-30,15.0,37.0,57.0,0.0,-15,16
2022-07-31,14.0,38.0,43.0,0.0,27,14
2022-08-01,17.0,41.0,52.0,-7.0,15,14
2022-08-02,15.0,39.0,48.0,-7.0,14,14
2022-08-03,15.0,38.0,50.0,-9.0,14,14
2022-08-04,17.0,38.0,48.0,-8.0,15,14
2022-08-05,17.0,38.0,46.0,-6.0,17,14
2022-08-06,15.0,38.0,40.0,-3.0,21,13
2022-08-07,14.0,37.0,38.0,-4.0,23,14
2022-08-08,17.0,37.0,52.0,-8.0,15,14
2022-08-09,15.0,36.0,50.0,-8.0,14,14
2022-08-10,16.0,38.0,53.0,-7.0,15,13
2022-08-11,16.0,38.0,51.0,-7.0,17,14
2022-08-12,12.0,31.0,43.0,-9.0,19,14
2022-08-13,9.0,31.0,32.0,-5.0,23,14
2022-08-14,11.0,33.0,34.0,-6.0,27,14
2022-08-15,17.0,37.0,58.0,-8.0,17,16
2022-08-16,17.0,38.0,58.0,-5.0,14,15
2022-08-17,22.0,38.0,103.0,-17.0,-37,25
2022-08-18,17.0,39.0,58.0,-8.0,16,17
2022-08-19,14.0,33.0,51.0,-10.0,19,18
2022-08-20,12.0,34.0,41.0,-8.0,24,17
2022-08-21,9.0,30.0,36.0,-9.0,26,18
2022-08-22,14.0,34.0,54.0,-9.0,17,17
2022-08-23,13.0,33.0,52.0,-9.0,16,17
2022-08-24,14.0,34.0,55.0,-9.0,16,17
2022-08-25,16.0,38.0,52.0,-7.0,18,17
2022-08-26,15.0,35.0,47.0,-7.0,21,17
2022-08-27,14.0,36.0,40.0,-4.0,24,16
2022-08-28,13.0,35.0,39.0,-4.0,26,16
2022-08-29,14.0,33.0,47.0,-9.0,17,17
2022-08-30,13.0,34.0,46.0,-9.0,17,15
2022-08-31,16.0,38.0,48.0,-8.0,17,15
2022-09-01,18.0,41.0,46.0,-6.0,18,13
2022-09-02,17.0,38.0,44.0,-6.0,20,14
2022-09-03,16.0,40.0,40.0,-2.0,22,12
2022-09-04,16.0,38.0,40.0,-1.0,23,13
2022-09-05,16.0,37.0,47.0,-8.0,18,13
2022-09-06,14.0,35.0,47.0,-8.0,17,13
2022-09-07,14.0,33.0,49.0,-8.0,18,14
2022-09-08,15.0,33.0,43.0,-8.0,18,14
2022-09-09,12.0,28.0,37.0,-8.0,21,14
2022-09-10,12.0,32.0,32.0,-6.0,23,13
2022-09-11,15.0,35.0,37.0,-3.0,25,14
2022-09-12,16.0,33.0,48.0,-8.0,20,14
2022-09-13,14.0,32.0,45.0,-8.0,18,14
2022-09-14,17.0,34.0,50.0,-8.0,19,13
2022-09-15,16.0,35.0,47.0,-6.0,20,13
2022-09-16,13.0,29.0,39.0,-8.0,18,13
2022-09-17,13.0,32.0,37.0,-5.0,21,13
2022-09-18,11.0,30.0,36.0,-5.0,22,14
2022-09-19,12.0,29.0,43.0,-10.0,15,14
2022-09-20,10.0,29.0,40.0,-9.0,14,14
2022-09-21,12.0,29.0,43.0,-10.0,14,14
2022-09-22,13.0,29.0,41.0,-9.0,15,14
2022-09-23,13.0,28.0,37.0,-8.0,18,14
2022-09-24,13.0,32.0,35.0,-5.0,21,13
2022-09-25,13.0,32.0,37.0,-5.0,23,14
2022-09-26,13.0,29.0,43.0,-10.0,16,14
2022-09-27,13.0,30.0,43.0,-9.0,15,14
2022-09-28,14.0,32.0,46.0,-9.0,15,13
2022-09-29,14.0,32.0,42.0,-8.0,17,13
2022-09-30,13.0,32.0,35.0,-7.0,19,14
2022-10-01,13.0,36.0,31.0,-3.0,22,13
2022-10-02,12.0,34.0,29.0,-4.0,20,14
2022-10-03,11.0,30.0,38.0,-10.0,16,14
2022-10-04,10.0,29.0,38.0,-10.0,15,14
2022-10-05,15.0,36.0,43.0,-7.0,15,13
2022-10-06,10.0,29.0,34.0,-7.0,17,14
2022-10-07,11.0,30.0,35.0,-2.0,16,13
2022-10-08,12.0,30.0,46.0,0.0,-20,16
2022-10-09,11.0,30.0,32.0,-1.0,17,13
2022-10-10,13.0,32.0,43.0,-5.0,15,13
2022-10-11,9.0,27.0,38.0,-8.0,14,14
2022-10-12,12.0,30.0,46.0,-9.0,15,13
2022-10-13,10.0,27.0,38.0,-9.0,16,13
2022-10-14,12.0,29.0,37.0,-7.0,18,13
2022-10-15,10.0,29.0,29.0,-6.0,20,13
