tanggal,positif,sembuh,meninggal,rasio_kematian,rasio_sembuh,rasio_sembuh_meninggal
2020-05-04,11587.0,1954.0,864.0,0.07456632432898938,0.16863726590144126,2.261574074074074
2020-05-05,12071.0,2197.0,872.0,0.07223925109767211,0.1820064617678734,2.5194954128440368
2020-05-06,12438.0,2317.0,895.0,0.07195690625502492,0.18628396848367904,2.588826815642458
2020-05-07,12776.0,2381.0,930.0,0.07279273638071383,0.18636505948653725,2.5602150537634407
2020-05-08,13112.0,2494.0,943.0,0.07191885295912141,0.19020744356314825,2.64475079533404
2020-05-09,13645.0,2607.0,959.0,0.07028215463539758,0.1910589959692195,2.718456725755996
2020-05-10,14032.0,2698.0,973.0,0.06934150513112884,0.19227480045610035,2.7728674203494346
2020-05-11,14265.0,2881.0,991.0,0.06947073256221521,0.20196284612688398,2.907164480322906
2020-05-12,14749.0,3063.0,1007.0,0.0682758153095125,0.2076750966167198,3.041708043694141
2020-05-13,15438.0,3287.0,1028.0,0.06658893639072419,0.21291618085244202,3.1974708171206228
2020-05-14,16006.0,3518.0,1043.0,0.06516306385105586,0.21979257778333125,3.3729626078619366
2020-05-15,16496.0,3803.0,1076.0,0.06522793404461688,0.23054073714839962,3.5343866171003717
2020-05-16,17025.0,3911.0,1089.0,0.0639647577092511,0.2297209985315712,3.591368227731864
2020-05-17,17514.0,4129.0,1148.0,0.06554756195043965,0.23575425373986525,3.596689895470383
2020-05-18,18010.0,4324.0,1191.0,0.06612992781787895,0.24008883953359245,3.6305625524769103
2020-05-19,18496.0,4467.0,1221.0,0.06601427335640138,0.24151167820069205,3.6584766584766584
2020-05-20,19189.0,4575.0,1242.0,0.06472458179165147,0.23841784355620407,3.683574879227053
2020-05-21,20162.0,4838.0,1278.0,0.0633865687927785,0.23995635353635553,3.785602503912363
2020-05-22,20796.0,5057.0,1326.0,0.06376226197345643,0.2431717638007309,3.8137254901960786
2020-05-23,21745.0,5249.0,1351.0,0.06212922510922051,0.24138882501724535,3.8852701702442634
2020-05-24,22271.0,5402.0,1372.0,0.06160477751335818,0.24255758609851377,3.93731778425656
2020-05-25,22750.0,5642.0,1391.0,0.061142857142857145,0.248,4.05607476635514
2020-05-26,23165.0,5877.0,1418.0,0.06121303690913015,0.2537017051586445,4.144569816643159
2020-05-27,23851.0,6057.0,1473.0,0.06175841683786843,0.2539516162844325,4.112016293279022
2020-05-28,24538.0,6240.0,1496.0,0.06096666394979216,0.254299453908224,4.171122994652406
2020-05-29,25216.0,6492.0,1520.0,0.060279187817258884,0.2574555837563452,4.271052631578947
2020-05-30,25773.0,7015.0,1573.0,0.06103286384976526,0.27218406859892136,4.459631277813096
2020-05-31,26473.0,7308.0,1613.0,0.06093000415517697,0.2760548483360405,4.530688158710477
