tanggal,meninggal,sembuh,positif,positif_aktif,meninggal harian,sembuh harian,self-isolation harian,dirawat harian,positif harian,positif aktif harian,rasio_kematian,rasio_sembuh,rasio_sembuh_meninggal
2020-12-27,3204,158615,175926,14107,22,1817,216,-58,1997,158,0.01821220285801985,0.9016006730102429,49.50530586766542
2020-12-28,3226,159878,177604,14500,22,1263,264,129,1678,393,0.018164005315195603,0.9001936893313214,49.55920644761314
2020-12-29,3246,161337,179660,15077,20,1459,99,478,2056,577,0.018067460759211843,0.8980129132806413,49.70332717190388
2020-12-30,3266,162911,181713,15536,20,1574,-136,595,2053,459,0.017973397610517684,0.8965291421087099,49.880894060012245
2020-12-31,3287,164881,183735,15567,21,1970,-136,167,2022,31,0.017889895773804666,0.897384820529567,50.16154548220262
2021-01-01,3308,166512,185691,15871,21,1631,336,-32,1956,304,0.017814541361724584,0.8967155112525648,50.33615477629988
2021-01-02,3334,168781,187586,15471,26,2269,790,-1190,1895,-400,0.01777318136747945,0.8997526467860075,50.624175164967006
2021-01-03,3345,170510,189243,15388,11,1729,106,-189,1657,-83,0.017675686815364373,0.9010108696226544,50.9745889387145
2021-01-04,3369,173036,191075,14670,24,2526,-607,-111,1832,-718,0.017631819965981944,0.9055920450085045,51.361234787770854
2021-01-05,3392,174131,192899,15376,23,1095,526,180,1824,706,0.017584331696898377,0.9027055609412179,51.33579009433962
2021-01-06,3410,175441,195301,16450,18,1310,1299,-225,2402,1074,0.01746022805822807,0.8983108125406424,51.44897360703812
2021-01-07,3435,176882,197699,17382,25,1441,585,347,2398,932,0.017374898203835122,0.8947035645096839,51.49403202328966
2021-01-08,3463,179562,200658,17633,28,2680,616,-365,2959,251,0.017258220454704022,0.8948658912178932,51.85157377995957
2021-01-09,3485,181613,203411,18313,22,2051,-321,1001,2753,680,0.017132800094390176,0.8928376538141989,52.11276901004304
2021-01-10,3517,184576,206122,18029,32,2963,90,-374,2711,-284,0.01706271043362669,0.8954696733002785,52.48109183963605
2021-01-11,3551,187086,208583,17946,34,2510,375,-458,2461,-83,0.01702439796148296,0.8969379096091245,52.68544072092369
2021-01-12,3589,188675,211252,18988,38,1589,1050,-8,2669,1042,0.016989188268040065,0.8931276390282695,52.57035385901365
2021-01-13,3634,191635,214728,19459,45,2960,418,53,3476,471,0.016923736075407026,0.8924546402891099,52.73390203632361
2021-01-14,3675,193719,217893,20499,41,2084,843,197,3165,1040,0.016866076468725476,0.8890556374000083,52.712653061224486
2021-01-15,3710,195924,220434,20800,35,2205,-299,600,2541,301,0.016830434506473594,0.8888102561310869,52.80970350404313
2021-01-16,3745,198136,223970,22089,35,2212,1971,-682,3536,1289,0.016720989418225654,0.8846541947582266,52.906809078771694
2021-01-17,3779,201907,227365,21679,34,3771,-783,373,3395,-410,0.01662085193411475,0.8880302597145558,53.42868483725854
2021-01-18,3815,204711,229726,21200,36,2804,-322,-157,2361,-479,0.016606740203546834,0.8911094085998102,53.65950196592399
2021-01-19,3836,209238,232289,19215,21,4527,-1815,-170,2563,-1985,0.016513911549836627,0.9007658563255255,54.5458811261731
2021-01-20,3868,210983,236075,21224,32,1745,1785,224,3786,2009,0.01638462353065763,0.8937117441491051,54.54576008273009
2021-01-21,3900,213570,239226,21756,32,2587,577,-45,3151,532,0.016302575806977502,0.8927541320759449,54.761538461538464
2021-01-22,3940,215719,243018,23359,40,2149,786,817,3792,1603,0.016212790822079024,0.8876667571949403,54.7510152284264
2021-01-23,3980,219287,246303,23036,40,3568,905,-1228,3285,-323,0.016158958680974247,0.8903139628831155,55.097236180904524
2021-01-24,4024,221567,249815,24224,44,2280,897,291,3512,1188,0.016107919860696915,0.8869243239997598,55.06138170974155
2021-01-25,4063,224071,252266,24132,39,2504,315,-407,2451,-92,0.016106015079321034,0.888233055584185,55.14915087373862
2021-01-26,4108,227010,254580,23462,45,2939,-437,-233,2314,-670,0.016136381491083353,0.8917039830308744,55.26046738072055
2021-01-27,4134,229981,256416,22301,26,2971,-904,-257,1836,-1161,0.016122238861849495,0.8969058093098714,55.63159167876149
2021-01-28,4185,232701,259305,22419,51,2720,-55,173,2889,118,0.01613929542430728,0.8974026725284896,55.603584229390684
2021-01-29,4224,235140,262753,23389,39,2439,908,62,3448,970,0.01607593443271818,0.8949089068440703,55.66761363636363
2021-01-30,4254,238395,266244,23595,30,3255,1158,-952,3491,206,0.01597782485239104,0.89540045972867,56.040197461212976
2021-01-31,4267,242069,269718,23382,13,3674,-1267,1054,3474,-213,0.015820227051957972,0.897489229491543,56.73048980548395
2021-02-01,4337,244202,273332,24793,70,2133,552,859,3614,1411,0.0158671505714662,0.8934263093966313,56.30666359234494
2021-02-02,4379,248515,276694,23800,42,4313,-899,-94,3362,-993,0.01582614729629121,0.8981582542447614,56.751541447819136
2021-02-03,4420,249810,280261,26031,41,1295,2938,-707,3567,2231,0.01577101344817866,0.8913477080293013,56.51809954751131
2021-02-04,4461,254155,283893,25277,41,4345,-1444,690,3632,-754,0.01571366676881783,0.8952492664489791,56.97265187177763
2021-02-05,4502,256702,287233,26029,41,2547,772,-20,3340,752,0.015673686519306625,0.893706503082863,57.01954686805864
2021-02-06,4541,261027,289612,24044,39,4325,-1866,-119,2379,-1985,0.015679598911647306,0.9012989793240611,57.48227262717463
2021-02-07,4587,265369,293825,23869,46,4342,-1367,1192,4213,-175,0.015611333276610228,0.903153237471284,57.852408981905384
2021-02-08,4631,268785,296969,23553,44,3416,-192,-124,3144,-316,0.015594220272149618,0.9050944711400853,58.04038004750594
2021-02-09,4681,271573,300406,24152,50,2788,408,191,3437,599,0.015582245361277737,0.9040198930780344,58.0160222174749
2021-02-10,4725,274817,303715,24173,44,3244,-1498,1519,3309,21,0.015557348171805804,0.9048515878372817,58.16232804232804
2021-02-11,4748,278822,306229,22659,23,4005,-2557,1043,2514,-1514,0.015504736651329561,0.9105016180701371,58.72409435551811
2021-02-12,4798,284579,310039,20662,50,5757,-3345,1348,3810,-1997,0.01547547244056393,0.917881298804344,59.3120050020842
2021-02-13,4850,289189,313057,19018,52,4610,-1130,-514,3018,-1644,0.015492386370533162,0.9237582932181679,59.62659793814433
2021-02-14,4895,293538,315553,17120,45,4349,-627,-1271,2496,-1898,0.01551244957265499,0.9302335899199183,59.96690500510725
2021-02-15,4940,295623,317432,16869,45,2085,-136,-115,1879,-251,0.01556238816502432,0.9312955215605232,59.84271255060729
2021-02-16,4987,297695,319293,16611,47,2072,161,-419,1861,-258,0.015618882969560873,0.9323568008067825,59.69420493282534
2021-02-17,5026,299795,320738,15917,39,2100,-575,-119,1445,-694,0.01567011080695147,0.9347037145582999,59.64882610425786
2021-02-18,5044,302451,321111,13616,18,2656,-1400,-901,373,-2301,0.015707963912790283,0.9418892532488765,59.96252973830293
2021-02-19,5081,304995,323031,12955,37,2544,256,-917,1920,-661,0.015729140546882497,0.9441663493596589,60.02656957291872
2021-02-20,5121,307759,325903,13023,40,2764,-158,226,2872,68,0.0157132643762101,0.944326993000985,60.09744190587776
2021-02-21,5172,310412,328623,13039,51,2653,-28,44,2720,16,0.015738399320802256,0.9445839153072061,60.01778808971385
2021-02-22,5206,312748,331094,13140,34,2336,391,-290,2471,101,0.015723631355445886,0.9445897539671513,60.074529389166344
2021-02-23,5248,314563,331876,12065,42,1815,-402,-673,782,-1075,0.015813135026335138,0.9478329255505068,59.939596036585364
2021-02-24,5301,317003,332658,10354,53,2440,-1118,-593,782,-1711,0.01593528488718143,0.9529396557425344,59.80060365968685
2021-02-25,5346,319326,334239,9567,45,2323,-509,-278,1581,-787,0.015994542827138664,0.955382226490625,59.731762065095396
2021-02-26,5385,321038,335900,9477,39,1712,61,-151,1661,-90,0.016031557011015184,0.9557546888955046,59.61708449396472
2021-02-27,5439,322285,337637,9913,54,1247,325,111,1737,436,0.01610901648812186,0.9545310496183771,59.25445854017283
2021-02-28,5478,323892,339735,10365,39,1607,55,397,2098,452,0.016124332200097135,0.9533665945516359,59.125958378970424
2021-03-01,5528,326509,341793,9756,50,2617,-49,-560,2058,-609,0.0161735319330706,0.9552828758927187,59.06458031837916
2021-03-02,5568,328526,342371,8277,40,2017,-819,-660,578,-1479,0.016263059663347654,0.9595614114513203,59.00251436781609
2021-03-03,5613,331016,343808,7179,45,2490,-1330,232,1437,-1098,0.0163259726358898,0.9627931868950111,58.97309816497417
2021-03-04,5657,332758,345816,7401,44,1742,198,24,2008,222,0.016358410252851226,0.9622400351632082,58.82234399858582
2021-03-05,5702,334100,346975,7173,45,1342,86,-314,1159,-228,0.016433460623964263,0.9628935802291231,58.593475973342684
2021-03-06,5748,335617,348591,7226,46,1517,202,-149,1616,53,0.016489238104253984,0.9627815979184775,58.38848295059151
2021-03-07,5790,337426,350425,7209,42,1809,-34,17,1834,-17,0.016522793750445887,0.9629050438752943,58.277374784110535
2021-03-08,5838,338931,352208,7439,48,1505,300,-70,1783,230,0.016575432698859766,0.9623035251896607,58.05601233299075
2021-03-09,5883,340587,353075,6605,45,1656,-638,-196,867,-834,0.01666218225589464,0.9646307441761666,57.8934217236104
2021-03-10,5923,341398,354115,6794,40,811,-165,354,1040,189,0.0167262047639891,0.9640879375344168,57.63937193989533
2021-03-11,5943,342306,355869,7620,20,908,562,264,1754,826,0.016699965436719692,0.96188766090893,57.59818273599193
2021-03-12,5969,343351,357742,8422,26,1045,417,385,1873,802,0.016685208893560163,0.9597726853430685,57.52236555536941
2021-03-13,5991,345202,358776,7583,22,1851,-444,-395,1034,-839,0.01669844136731554,0.9621658081922982,57.620096811884494
2021-03-14,6026,347210,359980,6744,35,2008,-783,-56,1204,-839,0.016739818878826602,0.9645258069892771,57.618652505808164
2021-03-15,6038,349002,361535,6495,12,1792,42,-291,1555,-249,0.01670101096712628,0.965333923409905,57.80092745942365
2021-03-16,6062,350561,362370,5747,24,1559,-489,-259,835,-748,0.016728757899384605,0.967411761459282,57.82926426921808
2021-03-17,6077,351680,363700,5943,15,1119,-89,285,1330,196,0.016708825955457796,0.9669507836128678,57.870659865065
2021-03-18,6100,352827,365419,6492,23,1147,366,183,1719,549,0.016693165927332734,0.9655409269906601,57.84049180327869
2021-03-19,6120,354036,367007,6851,20,1209,210,149,1588,359,0.01667543125880433,0.9646573498598119,57.84901960784314
2021-03-20,6143,355221,368944,7580,23,1185,411,318,1937,729,0.016650223340127498,0.9628046532807147,57.825329643496666
2021-03-21,6160,357100,370582,7322,17,1879,-35,-223,1638,-258,0.01662250190241296,0.9636193878817644,57.97077922077922
2021-03-22,6179,358826,372056,7051,19,1726,-84,-187,1474,-271,0.01660771496763928,0.9644408368632679,58.07185628742515
2021-03-23,6206,360479,372871,6186,27,1653,-668,-197,815,-865,0.0166438258808006,0.9667659860917046,58.08556235900741
2021-03-24,6224,362248,373761,5289,18,1769,-457,-440,890,-897,0.016652352706676192,0.9691968932018055,58.20179948586118
2021-03-25,6241,362975,375487,6271,17,727,572,410,1726,982,0.016621081422259626,0.9666779409140662,58.15975004005768
2021-03-26,6260,363599,376868,7009,19,624,407,331,1381,738,0.01661059044546101,0.9647913858433191,58.08290734824281
2021-03-27,6281,364251,378222,7690,21,652,303,378,1354,681,0.016606649005081672,0.9630613766518077,57.99251711510906
2021-03-28,6304,365592,379692,7796,23,1341,34,72,1470,106,0.016602930796540353,0.9628646376536771,57.993654822335024
2021-03-29,6324,366615,380706,7767,20,1023,68,-97,1014,-29,0.016611243321618258,0.9629871869631684,57.97201138519924
2021-03-30,6327,367819,381090,6944,3,1204,-615,-208,384,-823,0.01660237739116744,0.9651762050959091,58.13481902955587
2021-03-31,6341,369007,382055,6707,14,1188,-391,154,965,-237,0.016597086806873357,0.9658478491316695,58.19381800977764
2021-04-01,6344,369929,383392,7119,3,922,419,-7,1337,412,0.0165470328019364,0.9648845046323345,58.31163303909206
2021-04-02,6351,371254,384632,7027,7,1325,-14,-78,1240,-92,0.016511886686495142,0.9652187025520498,58.45599118249095
2021-04-03,6356,372494,385730,6880,5,1240,-116,-31,1098,-147,0.016477847198817827,0.9656858424286417,58.60509754562618
2021-04-04,6360,373565,386466,6541,4,1071,-168,-171,736,-339,0.01645681638229495,0.9666180207314485,58.736635220125784
2021-04-05,6372,374542,386989,6075,12,977,-378,-88,523,-466,0.016465584293093603,0.9678362950884909,58.779347143753924
2021-04-06,6379,375080,387476,6017,7,538,-66,8,487,-58,0.01646295512496258,0.9680083411617751,58.79918482520771
2021-04-07,6391,375651,388338,6296,12,571,109,170,862,279,0.016457312959329243,0.9673300063346878,58.77812548896886
2021-04-08,6410,376270,389577,6897,19,619,430,171,1239,601,0.016453743419144354,0.9658424393637202,58.70046801872075
2021-04-09,6424,376959,390590,7207,14,689,262,48,1013,310,0.016446913643462454,0.9651015130955733,58.679794520547944
2021-04-10,6435,377797,391567,7335,11,838,210,-82,977,128,0.016433969154704048,0.9648336044661577,58.70971250971251
2021-04-11,6450,379210,392598,6938,15,1413,-99,-298,1031,-397,0.016429018996530802,0.965898960259604,58.7922480620155
2021-04-12,6459,380560,393290,6271,9,1350,-293,-374,692,-667,0.016422995753769484,0.9676320272572402,58.91933735872426
2021-04-13,6482,381449,394118,6187,23,889,2,-86,828,-84,0.016446850943118558,0.9678548049061448,58.84742363468065
2021-04-14,6489,382091,394779,6199,7,642,12,0,661,12,0.016437044523644875,0.9678604991653558,58.882878717830174
2021-04-15,6504,382617,396109,6988,15,526,583,206,1330,789,0.016419722854062898,0.9659386683968302,58.8279520295203
2021-04-16,6513,383655,397088,6920,9,1038,-314,246,979,-68,0.016401905874768315,0.9661712265291321,58.906034085674804
2021-04-17,6520,384652,398125,6953,7,997,-95,128,1037,33,0.016376766091051806,0.9661588697017268,58.995705521472395
2021-04-18,6536,385615,399075,6924,16,963,-199,170,950,-29,0.016377873833239368,0.9662720040092715,58.99862301101591
2021-04-19,6558,386606,400048,6884,22,991,-95,55,973,-40,0.01639303283605967,0.9663990321161461,58.951814577615124
2021-04-20,6569,387507,400508,6432,11,901,-273,-179,460,-452,0.016401669879253348,0.9675387258182109,58.99025726899072
2021-04-21,6587,388083,401110,6440,18,576,9,-1,602,8,0.016421929146618136,0.9675226247164119,58.916502201305605
2021-04-22,6596,388735,402376,7045,9,652,543,62,1266,605,0.016392627790921925,0.9660988726961847,58.934960582171016
2021-04-23,6612,389445,403260,7203,16,710,87,71,884,158,0.01639636958785895,0.9657417051034072,58.8997277676951
2021-04-24,6623,390334,404167,7210,11,889,-21,28,907,7,0.016386790608832486,0.9657740488461453,58.93613166238865
2021-04-25,6645,391301,405063,7117,22,967,-164,71,896,-93,0.01640485554098992,0.9660250380804961,58.88653122648608
2021-04-26,6660,392595,405812,6557,15,1294,-247,-313,749,-560,0.016411540319162567,0.967430731471716,58.9481981981982
2021-04-27,6679,393205,406205,6321,19,610,-153,-83,393,-236,0.016442436700680692,0.9679964549919375,58.87183710136248
2021-04-28,6690,393814,406844,6340,11,609,-49,68,639,19,0.01644364916282408,0.9679729822733038,58.866068759342305
2021-04-29,6710,394403,407831,6718,20,589,358,20,987,378,0.016452893477935715,0.9670745970757495,58.77839046199702
2021-04-30,6733,394939,408620,6948,23,536,113,117,789,230,0.016477411776222407,0.9665190152219666,58.657210753007575
2021-05-01,6747,395644,409546,7155,14,705,112,95,926,207,0.016474339878792613,0.9660550951541463,58.639988142878316
2021-05-02,6767,396594,410400,7039,20,950,-83,-33,854,-116,0.01648879142300195,0.966359649122807,58.60706369144377
2021-05-03,6788,397349,411157,7020,21,755,33,-52,757,-19,0.016509508533236697,0.9664167215929681,58.53697701826753
2021-05-04,6807,397955,411573,6811,19,606,-236,27,416,-209,0.01653898579352873,0.9669123096024278,58.46261201704128
2021-05-05,6830,398610,412418,6978,23,655,-7,174,845,167,0.01656086785736801,0.9665194050696139,58.36163982430454
2021-05-06,6850,399224,413323,7249,20,614,166,105,905,271,0.016572994970035542,0.9658886633456158,58.28087591240876
2021-05-07,6872,399821,414106,7413,22,597,79,85,783,164,0.01659478491014378,0.9655040013909482,58.18116996507567
2021-05-08,6896,400403,414838,7539,24,582,84,42,732,126,0.01662335658739074,0.965203284173581,58.06308004640371
2021-05-09,6911,401114,415647,7622,15,711,79,4,809,83,0.016627089814193294,0.9650352342251959,58.03993633338157
2021-05-10,6933,401744,416341,7664,22,630,75,-33,694,42,0.01665221537153439,0.9649397969452924,57.94663204961777
2021-05-11,6952,402374,416747,7421,19,630,-233,-10,406,-243,0.016681583790645164,0.9655114493925571,57.87888377445339
2021-05-12,6973,403039,417403,7391,21,665,-88,58,656,-30,0.016705677726322043,0.9655872142749333,57.79994263588126
2021-05-13,6973,403630,418188,7585,0,591,228,-34,785,194,0.01667431872746229,0.9651879059179125,57.88469812132511
2021-05-14,7003,404187,418820,7630,30,557,-128,173,632,45,0.01672078697292393,0.9650613628766535,57.71626445808939
2021-05-15,7066,404715,419047,7266,63,528,-214,-150,227,-364,0.016862070364422128,0.96579858583882,57.27639399943391
2021-05-16,7082,404980,419208,7146,16,265,-99,-21,161,-120,0.016893761569435697,0.966059808018931,57.18441118328156
2021-05-17,7107,405229,419629,7293,25,249,-31,178,421,147,0.016936389048421343,0.9656839732239669,57.0182918249613
2021-05-18,7130,405357,419920,7433,23,128,90,50,291,140,0.016979424652314726,0.9653195846827968,56.852314165497894
2021-05-19,7149,405535,420459,7775,19,178,118,224,539,342,0.017002846888757285,0.9645054571313731,56.72611554063506
2021-05-20,7169,405714,421354,8471,20,179,431,265,895,696,0.017014197088433953,0.962881567518049,56.59283024131678
2021-05-21,7184,405918,422210,9108,15,204,345,292,856,637,0.017015229388219134,0.9614125672058929,56.503062360801785
2021-05-22,7196,406300,423142,9646,12,382,244,294,932,538,0.0170061114235883,0.9601977586720297,56.46192329071707
2021-05-23,7207,406669,424009,10133,11,369,358,129,867,487,0.016997280718097967,0.9591046416467575,56.42694602469821
2021-05-24,7225,406987,424828,10616,18,318,335,148,819,483,0.01700688278550378,0.9580041805154086,56.33038062283737
2021-05-25,7239,407493,425212,10480,14,506,-62,-74,384,-136,0.017024448980743723,0.958329021758558,56.29133858267716
2021-05-26,7250,408019,425829,10560,11,526,-24,104,617,80,0.01702561356788758,0.9581756996352996,56.27848275862069
2021-05-27,7271,408585,426769,10913,21,566,287,66,940,353,0.017037319955291973,0.9573914693897635,56.19378352358685
2021-05-28,7288,409497,427462,10677,17,912,-119,-117,693,-236,0.017049468724705353,0.9579728724424628,56.18784302963776
2021-05-29,7296,410508,428269,10465,8,1011,-157,-55,807,-212,0.017036021752683476,0.9585284015420215,56.264802631578945
2021-05-30,7309,411495,429333,10529,13,987,96,-32,1064,64,0.017024081540435977,0.9584518310961422,56.29976741004241
2021-05-31,7327,412074,430059,10658,18,579,141,-12,726,129,0.017037197221776545,0.958180156676177,56.24048041490378
2021-06-01,7349,412593,430578,10636,22,519,-27,5,519,-22,0.01706775543571664,0.9582305644970249,56.14274050891278
2021-06-02,7361,413179,431179,10639,12,586,-36,39,601,3,0.017071796168180733,0.95825399660002,56.13082461622062
2021-06-03,7381,413680,431893,10832,20,501,224,-31,714,193,0.017089881058502916,0.9578298328521184,56.046606150928056
2021-06-04,7402,414496,432799,10901,21,816,12,57,906,69,0.017102627316606556,0.9577101610678398,55.9978384220481
2021-06-05,7423,415317,434116,11376,21,821,342,133,1317,475,0.01709911636521114,0.9566959061633297,55.95002020746329
2021-06-06,7438,416181,435135,11516,15,864,210,-70,1019,140,0.017093545681225366,0.956441104484815,55.95334767410594
2021-06-07,7457,416994,436332,11881,19,813,295,70,1197,365,0.01709019737264285,0.9556805368389208,55.91980689285236
2021-06-08,7478,417997,437087,11612,21,1003,-204,-65,755,-269,0.017108722062198142,0.956324484599176,55.89689756619417
2021-06-09,7499,419109,438458,11850,21,1112,63,175,1371,238,0.017103120481323182,0.9558703456203331,55.8886518202427
2021-06-10,7523,420211,440554,12820,24,1102,871,99,2096,970,0.017076226750863684,0.9538240488112695,55.85683902698391
2021-06-11,7543,421396,442847,13908,20,1185,759,329,2293,1088,0.01703297075513665,0.951561148658566,55.86583587432056
2021-06-12,7557,422121,445302,15624,14,725,1105,611,2455,1716,0.016970505409811768,0.9479431936079334,55.858277094084954
2021-06-13,7571,423056,448071,17444,14,935,1179,641,2769,1820,0.016896875718357136,0.9441717942022582,55.87848368775591
2021-06-14,7609,424088,450793,19096,38,1032,1206,446,2722,1652,0.016879144086088295,0.9407599496886597,55.735050597976084
2021-06-15,7634,425417,452295,19244,25,1329,-138,286,1502,148,0.01687836478404581,0.9405741827789386,55.72661776264082
2021-06-16,7665,426695,454671,20311,31,1278,453,614,2376,1067,0.016858343725463028,0.9384697946427197,55.667971298108284
2021-06-17,7713,428764,458815,22338,48,2069,1499,528,4144,2027,0.016810697121933678,0.9345030131970402,55.58978348243226
2021-06-18,7777,431264,463552,24511,64,2500,1897,276,4737,2173,0.016776974320033135,0.9303465414883335,55.453773948823454
2021-06-19,7836,433499,468447,27112,59,2235,1836,765,4895,2601,0.01672761272886794,0.9253960426686477,55.321465033180196
2021-06-20,7905,435982,474029,30142,69,2483,2318,712,5582,3030,0.01667619491634478,0.9197369781173725,55.152688172043014
2021-06-21,7976,439007,479043,32060,71,3025,1612,306,5014,1918,0.016649862329686477,0.916425039088349,55.04099799398195
2021-06-22,8014,442059,482264,32191,38,3052,450,-319,3221,131,0.016617454340361295,0.9166327986331139,55.16084352383329
2021-06-23,8057,443195,486957,35705,43,1136,1701,1813,4693,3514,0.016545608749848548,0.9101316954063706,55.00744694054859
2021-06-24,8107,445718,494462,40637,50,2523,3535,1397,7505,4932,0.016395597639454598,0.9014201293527107,54.979400518070804
2021-06-25,8177,448288,501396,44931,70,2570,2922,1372,6934,4294,0.016308466760803837,0.8940797293955277,54.82304023480494
2021-06-26,8220,451013,510667,51434,43,2725,4504,1999,9271,6503,0.016096595237209375,0.8831841493576048,54.867761557177616
2021-06-27,8269,454497,520061,57295,49,3484,4635,1226,9394,5861,0.01590005787782587,0.8739301735757921,54.96396178498004
2021-06-28,8348,457935,528409,62126,79,3438,3788,1043,8348,4831,0.0157983683093967,0.8666298265169594,54.85565404887398
2021-06-29,8426,461439,535788,65923,78,3504,3252,545,7379,3797,0.01572636938490597,0.8612342941611234,54.76370757180157
2021-06-30,8486,464943,543468,70039,60,3504,2325,1791,7680,4116,0.01561453480241707,0.8555112720528164,54.78941786471836
2021-07-01,8528,468461,551009,74020,42,3518,2007,1974,7541,3981,0.015477061173229476,0.8501875649944012,54.932106003752345
2021-07-02,8547,473467,560408,78394,19,5006,3178,1196,9399,4374,0.015251388274257326,0.8448612439508358,55.3956943956944
2021-07-03,8577,479150,570110,82383,30,5683,1927,2062,9702,3989,0.015044465103225694,0.8404518426268615,55.86452139442696
2021-07-04,8652,484949,580595,86994,75,5799,4366,245,10485,4611,0.014901954029917584,0.8352621018093508,56.05050855293574
2021-07-05,8779,491556,591498,91163,127,6607,3566,603,10903,4169,0.014841977487666906,0.8310357769595164,55.992254243080076
2021-07-06,8861,497492,600937,94584,82,5936,2575,846,9439,3421,0.014745306080337873,0.8278604911995766,56.144001805665276
2021-07-07,9042,501199,610303,100062,181,3707,4196,1282,9366,5478,0.014815591599582503,0.8212297825834053,55.43010395930104
2021-07-08,9110,512085,623277,102082,68,10886,2717,-697,12974,2020,0.014616294199850147,0.8216009896081518,56.211306256860595
2021-07-09,9306,526941,636389,100142,196,14856,878,-2818,13112,-1940,0.014623131449475085,0.8280171404596874,56.62379110251451
2021-07-10,9357,543867,649309,96085,51,16926,-1427,-2630,12920,-4057,0.014410704302573967,0.8376089042351177,58.12407823020199
2021-07-11,9395,564437,662442,88610,38,20570,-3561,-3914,13133,-7475,0.014182373702150529,0.8520549723598443,60.07844598190527
2021-07-12,9462,584912,677061,82687,67,20475,-1670,-4253,14619,-5923,0.01397510711737938,0.8638985261298465,61.816952018600716
2021-07-13,9541,589486,689243,90216,79,4574,5267,2262,12182,7529,0.013842723103462785,0.8552658496350344,61.78450896132481
2021-07-14,9603,592556,701910,99751,62,3070,6723,2812,12667,9535,0.013681241184767278,0.844205097519625,61.70530042694991
2021-07-15,9743,595582,714601,109276,140,3026,7727,1798,12691,9525,0.013634181872121646,0.8334469165310432,61.12922097916453
2021-07-16,9845,604033,727016,113138,102,8451,1997,1865,12415,3862,0.013541655204287113,0.8308386610473497,61.35429151853733
2021-07-17,9902,615640,737184,111642,57,11607,-366,-1130,10168,-1496,0.013432196032469505,0.8351239310674133,62.173298323571
2021-07-18,10103,627481,746312,108728,201,11841,-1472,-1442,9128,-2914,0.013537233757463367,0.840775707746894,62.10838364842126
2021-07-19,10345,640171,751312,100796,242,12690,-5182,-2750,5000,-7932,0.013769246331750324,0.8520707775198586,61.882165297245045
2021-07-20,10610,652242,757525,94673,265,12071,-5499,-624,6213,-6123,0.014006138411273555,0.8610171281475859,61.47426955702168
2021-07-21,10692,662800,763429,89937,82,10558,-3661,-1075,5904,-4736,0.014005231658739712,0.868188135373427,61.99027310138421
2021-07-22,10865,673424,770487,86198,173,10624,-3141,-598,7058,-3739,0.014101470887892983,0.8740238316804826,61.981040036815465
2021-07-23,11021,687864,778520,79635,156,14440,-6185,-378,8033,-6563,0.014156347942249396,0.8835534090325232,62.41393702930768
2021-07-24,11181,702477,786880,73222,160,14613,-5843,-570,8360,-6413,0.014209282228548191,0.8927371390809272,62.82774349342635
2021-07-25,11333,716838,792273,64102,152,14361,-8012,-1108,5393,-9120,0.01430441274661638,0.9047866076466067,63.252272125650755
2021-07-26,11436,731504,794935,51995,103,14666,-10663,-1444,2662,-12107,0.014386081880908503,0.9202060545830791,63.96502273522211
2021-07-27,11606,746087,798502,40809,170,14583,-11310,124,3567,-11186,0.014534716256189715,0.9343583359841303,64.2845941754265
2021-07-28,11688,757122,804027,35217,82,11035,-4629,-963,5525,-5592,0.014536825255868272,0.9416624068594711,64.77772073921972
2021-07-29,11844,768562,807872,27466,156,11440,-5656,-2095,3845,-7751,0.014660738334785709,0.9513413015923314,64.89040864572779
2021-07-30,11952,779720,811326,19654,108,11158,-5412,-2400,3454,-7812,0.014731439643250679,0.9610440192968055,65.2376171352075
2021-07-31,12135,784668,814653,17850,183,4948,-1130,-674,3327,-1804,0.014895912738306984,0.9631929177207965,64.66155747836835
2021-08-01,12209,789261,817354,15884,74,4593,-735,-1231,2701,-1966,0.014937224262681776,0.9656293356367008,64.64583503972479
2021-08-02,12363,791422,818764,14979,154,2161,-197,-708,1410,-905,0.015099589136796439,0.9666057618556751,64.01536843808137
2021-08-03,12433,793928,820365,14004,70,2506,-497,-478,1601,-975,0.015155449098876719,0.9677741005528027,63.85651089841551
2021-08-04,12514,796381,823346,14451,81,2453,830,-383,2981,447,0.015198956453301528,0.9672494917082247,63.63920409141761
2021-08-05,12629,799151,825657,13877,115,2770,-77,-497,2311,-574,0.015295697850317988,0.9678970807490277,63.27904030406208
2021-08-06,12682,802373,827842,12787,53,3222,-645,-445,2185,-1090,0.015319348378072145,0.9692344674466867,63.26864847815802
2021-08-07,12750,806924,829850,10176,68,4551,-1856,-755,2008,-2611,0.015364222449840332,0.9723733204796048,63.2881568627451
2021-08-08,12770,808087,831499,10642,20,1163,610,-144,1649,466,0.015357805601690441,0.9718436221811452,63.280109631949884
2021-08-09,12783,809087,832226,10356,13,1000,-137,-149,727,-286,0.01536001038179533,0.9721962543828239,63.293984197762654
2021-08-10,12824,810308,833651,10519,41,1221,65,98,1425,163,0.01538293602478735,0.9719990739530091,63.186837180286965
2021-08-11,12866,811642,835609,11101,42,1334,378,204,1958,582,0.015397153453349592,0.9713179250103816,63.08425307010726
2021-08-12,12908,813898,836687,9881,42,2256,-865,-355,1078,-1220,0.015427513514611796,0.9727628133340186,63.05376510691044
2021-08-13,12976,815468,837897,9453,68,1570,-284,-144,1210,-428,0.015486390331985912,0.9732317934065882,62.84432799013563
