tanggal,meninggal,sembuh,positif,positif_aktif,rasio_kematian,rasio_sembuh,rasio_sembuh_meninggal
2020-05-10,444,803,5140,3893,0.08638132295719844,0.15622568093385214,1.8085585585585586
2020-05-11,453,836,5195,3906,0.08719923002887392,0.16092396535129933,1.8454746136865343
2020-05-12,457,1262,5303,3584,0.08617763530077314,0.23797850273430135,2.761487964989059
2020-05-13,461,1277,5437,3699,0.08478940592238367,0.23487217215376127,2.770065075921909
2020-05-14,466,1279,5617,3872,0.08296243546377069,0.22770162008189426,2.744635193133047
2020-05-15,474,1286,5679,3919,0.08346539883782356,0.22644831836590948,2.7130801687763713
2020-05-16,475,1292,5795,4028,0.08196721311475409,0.22295081967213115,2.72
2020-05-17,478,1295,5922,4149,0.08071597433299561,0.2186761229314421,2.709205020920502
2020-05-18,483,1301,5996,4212,0.08055370246831221,0.21697798532354903,2.6935817805383024
2020-05-19,487,1417,6053,4149,0.08045597224516769,0.234098793986453,2.909650924024641
2020-05-20,493,1425,6150,4232,0.08016260162601627,0.23170731707317074,2.890466531440162
2020-05-21,498,1536,6220,4186,0.08006430868167203,0.24694533762057877,3.0843373493975905
2020-05-22,501,1558,6316,4257,0.07932235592146929,0.246675110829639,3.1097804391217565
2020-05-23,504,1587,6443,4352,0.07822442961353407,0.24631382896166382,3.1488095238095237
2020-05-24,505,1594,6561,4462,0.07696997408931565,0.2429507696997409,3.1564356435643566
2020-05-25,506,1648,6628,4474,0.07634278817139409,0.24864212432106217,3.2569169960474307
2020-05-26,508,1678,6689,4503,0.07594558229929735,0.2508596202720885,3.3031496062992125
2020-05-27,510,1698,6826,4618,0.07471432757105186,0.24875476120714912,3.3294117647058825
2020-05-28,514,1719,6929,4696,0.0741809784961755,0.24808774714966084,3.3443579766536966
2020-05-29,517,1807,7053,4729,0.07330214093293634,0.2562030341698568,3.495164410058027
2020-05-30,519,2003,7151,4629,0.07257726192140959,0.2801006852188505,3.859344894026975
2020-05-31,520,2102,7272,4650,0.07150715071507151,0.28905390539053905,4.042307692307692
2020-06-01,521,2246,7383,4616,0.0705675199783286,0.3042123797914127,4.310940499040307
2020-06-02,525,2405,7459,4529,0.07038477007641775,0.3224292800643518,4.580952380952381
2020-06-03,529,2534,7539,4476,0.07016845735508688,0.3361188486536676,4.790170132325142
2020-06-04,530,2607,7600,4463,0.06973684210526315,0.3430263157894737,4.918867924528302
2020-06-05,532,2751,7684,4401,0.06923477355543987,0.35801665799062987,5.171052631578948
2020-06-06,535,2840,7786,4411,0.06871307474955048,0.36475725661443614,5.308411214953271
2020-06-07,537,3170,7946,4239,0.06758117291719104,0.39894286433425624,5.9031657355679705
2020-06-08,538,3205,8037,4294,0.06694040064700758,0.39878063954211773,5.9572490706319705
2020-06-09,547,3369,8276,4360,0.06609473175447075,0.4070807153214113,6.159049360146252
2020-06-10,551,3517,8423,4355,0.06541612252166687,0.41754719221180103,6.382940108892922
2020-06-11,555,3664,8552,4333,0.06489710009354537,0.4284377923292797,6.601801801801802
2020-06-12,561,3780,8628,4287,0.06502086230876217,0.4381084840055633,6.737967914438503
2020-06-13,564,3840,8748,4344,0.0644718792866941,0.438957475994513,6.808510638297872
2020-06-14,571,4091,8863,4201,0.06442513821505133,0.46158185715897554,7.1646234676007
2020-06-15,580,4198,8968,4190,0.06467439785905442,0.4681088314005352,7.2379310344827585
2020-06-16,583,4329,9092,4180,0.0641223053233612,0.4761328640563132,7.425385934819897
2020-06-17,588,4444,9209,4177,0.06385058095341514,0.482571397545879,7.557823129251701
2020-06-18,594,4592,9385,4199,0.06329248801278636,0.48929142248268515,7.730639730639731
2020-06-19,599,4682,9525,4244,0.06288713910761155,0.4915485564304462,7.816360601001669
2020-06-20,603,4821,9703,4279,0.06214572812532206,0.49685664227558485,7.9950248756218905
2020-06-21,615,5054,9830,4161,0.06256358087487283,0.5141403865717192,8.21788617886179
2020-06-22,618,5128,9957,4211,0.06206688761675203,0.5150145626192628,8.297734627831716
2020-06-23,619,5228,10123,4276,0.06114788106292601,0.5164476933715302,8.445880452342488
2020-06-24,628,5322,10277,4327,0.06110732704096526,0.5178554052739126,8.47452229299363
2020-06-25,631,5435,10472,4406,0.0602559205500382,0.5190030557677616,8.613312202852615
2020-06-26,632,5542,10640,4466,0.059398496240601506,0.5208646616541354,8.768987341772151
2020-06-27,632,5610,10853,4611,0.058232746705979915,0.5169077674375748,8.876582278481013
2020-06-28,635,5865,10985,4485,0.05780609922621757,0.5339098771051434,9.236220472440944
2020-06-29,636,6118,11080,4326,0.05740072202166065,0.5521660649819494,9.619496855345911
2020-06-30,641,6512,11276,4123,0.056846399432422846,0.5775097552323519,10.159126365054602
2020-07-01,644,6680,11482,4158,0.05608778958369622,0.5817801776693956,10.372670807453416
2020-07-02,646,6871,11677,4160,0.055322428706003256,0.5884216836516228,10.636222910216718
2020-07-03,648,7109,11824,4067,0.05480378890392422,0.6012347767253045,10.970679012345679
2020-07-04,650,7377,12039,4012,0.053991195282000165,0.6127585347620235,11.349230769230768
2020-07-05,658,7663,12295,3974,0.05351769011793412,0.6232614884099227,11.645896656534955
2020-07-06,658,8033,12526,3835,0.05253073606897653,0.641306083346639,12.208206686930092
2020-07-07,664,8277,12725,3784,0.05218074656188605,0.6504518664047151,12.465361445783133
2020-07-08,667,8429,13069,3973,0.05103680465223047,0.6449613589410055,12.637181409295353
2020-07-09,677,8647,13359,4035,0.050677445916610525,0.6472789879481997,12.772525849335302
2020-07-10,684,8825,13598,4089,0.05030151492866598,0.6489924988968966,12.902046783625732
2020-07-11,690,9040,13957,4227,0.049437558214516016,0.6477036612452532,13.101449275362318
2020-07-12,702,9200,14361,4459,0.04888238980572383,0.6406239119838452,13.105413105413106
2020-07-13,710,9408,14639,4521,0.04850058064075415,0.6426668488284719,13.250704225352113
2020-07-14,714,9528,14914,4672,0.04787448035402977,0.6388628134638594,13.344537815126051
2020-07-15,720,9721,15173,4732,0.04745271205430699,0.6406775192776643,13.501388888888888
2020-07-16,722,9857,15466,4887,0.04668304668304668,0.6373335057545584,13.652354570637119
2020-07-17,731,9994,15707,4982,0.046539759342968105,0.6362768192525625,13.671682626538988
2020-07-18,740,10117,16038,5181,0.04614041651078688,0.6308143159995012,13.671621621621622
2020-07-19,748,10444,16351,5159,0.04574643752675677,0.6387376918842884,13.962566844919786
2020-07-20,749,10602,16712,5361,0.04481809478219244,0.6343944471038775,14.154873164218959
2020-07-21,758,10864,17153,5531,0.044190520608639886,0.6333585961639363,14.33245382585752
2020-07-22,766,11187,17529,5576,0.04369901306406526,0.6381995550231045,14.60443864229765
2020-07-23,767,11302,17945,5876,0.042741710782947896,0.6298133184731123,14.735332464146023
2020-07-24,768,11585,18230,5877,0.04212835984640702,0.6354909489851892,15.084635416666666
2020-07-25,769,11715,18623,6139,0.041293024754336036,0.629060838747785,15.23407022106632
2020-07-26,779,11889,19001,6333,0.040997842218830585,0.6257039103205094,15.261874197689345
2020-07-27,782,11996,19473,6695,0.040158167719406355,0.6160324551943717,15.340153452685422
2020-07-28,795,12373,19885,6717,0.03997988433492582,0.622227809906965,15.563522012578616
2020-07-29,820,12613,20470,7037,0.040058622374206154,0.6161700048851978,15.38170731707317
2020-07-30,821,12801,20769,7147,0.03953006885261688,0.6163512927921422,15.59196102314251
2020-07-31,836,13208,21201,7157,0.03943210225932739,0.6229894816282251,15.799043062200957
2020-08-01,852,13887,21575,6836,0.039490150637311705,0.6436616454229432,16.299295774647888
2020-08-02,852,14027,21954,7075,0.03880841760043728,0.6389268470438189,16.46361502347418
2020-08-03,867,14165,22443,7411,0.03863119903756183,0.6311544802388273,16.337946943483274
2020-08-04,880,14381,22909,7648,0.038412850844646206,0.627744554541883,16.342045454545456
2020-08-05,895,14760,23266,7611,0.03846815094988395,0.6344021318662426,16.491620111731844
2020-08-06,908,15006,23863,7949,0.03805053849055023,0.6288396261995558,16.526431718061673
2020-08-07,922,15201,24521,8398,0.03760042412625912,0.6199176216304392,16.48698481561822
2020-08-08,934,15710,25242,8598,0.03700182235955946,0.6223754060692497,16.820128479657388
2020-08-09,939,16268,25714,8507,0.03651707241191569,0.6326514739052657,17.324813631522897
2020-08-10,940,16446,26193,8807,0.035887450845645784,0.6278776772420113,17.495744680851065
2020-08-11,953,16927,26664,8784,0.03574107410741074,0.6348259825982598,17.76180482686254
2020-08-12,968,17349,27242,8925,0.03553336759415608,0.6368475148667498,17.922520661157026
2020-08-13,981,17838,27863,9044,0.03520798191149553,0.6402038545741665,18.18348623853211
2020-08-14,985,18528,28438,8925,0.03463675363949645,0.6515226105914621,18.81015228426396
2020-08-15,991,18974,29036,9071,0.03413004546080727,0.6534646645543464,19.146316851664984
2020-08-16,995,19708,29554,8851,0.03366718549096569,0.6668471272924139,19.807035175879395
2020-08-17,1011,19916,30092,9165,0.033596969294164565,0.661837033098498,19.699307616221564
2020-08-18,1028,20505,30597,9064,0.03359806516978789,0.6701637415432885,19.94649805447471
2020-08-19,1046,21069,31162,9047,0.033566523329696424,0.6761119311982543,20.14244741873805
2020-08-20,1061,21795,31757,8901,0.0334099568599049,0.686305381490695,20.541941564561736
2020-08-21,1076,22228,32398,9094,0.03321192666213964,0.6860917340576579,20.65799256505576
2020-08-22,1091,22877,32999,9031,0.033061607927512955,0.6932634322252189,20.96883593033914
2020-08-23,1107,23567,33636,8962,0.03291116660720656,0.700648115114758,21.28906955736224
2020-08-24,1112,25463,34295,7720,0.03242455168391894,0.7424697477766439,22.89838129496403
2020-08-25,1129,25986,34931,7816,0.03232086112622026,0.7439237353640034,23.016829052258636
2020-08-26,1144,26750,35642,7748,0.03209696425565344,0.75051905055833,23.382867132867133
2020-08-27,1147,28288,36462,7027,0.03145740771213867,0.775821403104602,24.662598081952922
2020-08-28,1154,29169,37278,6955,0.030956596383926175,0.7824722356349589,25.276429809358753
2020-08-29,1172,29768,38166,7226,0.03070795996436619,0.7799612220300791,25.399317406143346
2020-08-30,1186,30134,39280,7960,0.03019348268839104,0.7671588594704685,25.408094435075885
2020-08-31,1202,30538,40309,8569,0.02981964325584857,0.7575975588578233,25.405990016638935
2020-09-01,1219,31267,41250,8764,0.02955151515151515,0.7579878787878788,25.649712879409353
2020-09-02,1237,31741,42303,9325,0.0292414249580408,0.7503250360494528,25.659660468876314
2020-09-03,1253,32424,43709,10032,0.028666864947722435,0.7418151868036331,25.877094972067038
2020-09-04,1260,33260,44604,10084,0.02824858757062147,0.745673033808627,26.396825396825395
2020-09-05,1277,33991,45446,10178,0.028099282665141046,0.7479426132112837,26.61785434612373
2020-09-06,1289,34738,46691,10664,0.027607033475402113,0.7439977725900067,26.949573312645462
2020-09-07,1318,35431,47796,11047,0.027575529332998578,0.7412963427901916,26.882397572078908
2020-09-08,1330,36451,48811,11030,0.027247956403269755,0.7467783901169819,27.406766917293233
2020-09-09,1347,37245,49837,11245,0.027028111643959307,0.747336316391436,27.65033407572383
2020-09-10,1365,38226,51287,11696,0.026614931659094898,0.7453350751652466,28.004395604395604
2020-09-11,1382,39115,52321,11824,0.02641386823646337,0.7475965673438963,28.30318379160637
2020-09-12,1404,40183,53761,12174,0.0261155856475884,0.7474377336731087,28.62037037037037
2020-09-13,1410,41014,54864,12440,0.025699912510936132,0.7475575969670458,29.087943262411347
2020-09-14,1440,42325,55926,12161,0.025748310267138717,0.756803633372671,29.39236111111111
2020-09-15,1468,43306,56953,12179,0.025775639562446228,0.7603813670921638,29.5
2020-09-16,1498,44251,58458,12709,0.025625235211604914,0.7569708166546922,29.540053404539385
2020-09-17,1513,45207,59472,12752,0.025440543449018024,0.760139225181598,29.879048248512888
2020-09-18,1535,46235,60875,13105,0.025215605749486652,0.7595071868583162,30.120521172638437
2020-09-19,1546,47260,61807,13001,0.02501334800265342,0.7646383095765852,30.56921086675291
2020-09-20,1561,49209,62886,12116,0.024822695035460994,0.7825112107623319,31.524023062139655
2020-09-21,1592,49630,64196,12974,0.024799052900492242,0.7731011277961244,31.17462311557789
2020-09-22,1624,50473,65318,13221,0.024862978045867908,0.7727272727272727,31.079433497536947
2020-09-23,1650,51578,66505,13277,0.02481016464927449,0.7755507104728968,31.259393939393938
2020-09-24,1664,52742,67638,13232,0.024601555338714925,0.7797687690351578,31.69591346153846
2020-09-25,1677,54352,68927,12898,0.024330088354345903,0.7885444020485441,32.41025641025641
2020-09-26,1679,55350,70184,13155,0.023922831414567424,0.7886412857631369,32.96605122096486
2020-09-27,1692,56413,71370,13265,0.023707440100882726,0.7904301527252346,33.34101654846336
2020-09-28,1704,57741,72177,12732,0.023608628787563906,0.7999916871025395,33.88556338028169
2020-09-29,1718,58865,73309,12726,0.023435048902590405,0.8029709858271153,34.26367869615832
2020-09-30,1731,60320,74368,12317,0.023276140275387262,0.8111015490533563,34.84690930098209
2020-10-01,1737,61444,75521,12340,0.023000225102951497,0.8136015148104501,35.37363270005757
2020-10-02,1740,62279,76619,12600,0.02270977172763936,0.8128401571411791,35.79252873563218
2020-10-03,1743,63286,77784,12755,0.022408207343412527,0.8136120538928314,36.308663224325876
2020-10-04,1761,64319,79214,13134,0.022230918776983865,0.8119650566818997,36.524134014764336
2020-10-05,1772,65295,80036,12969,0.022140036983357488,0.8158203808286271,36.848194130925506
2020-10-06,1806,66315,81043,12922,0.022284466270991943,0.8182693138210579,36.71926910299003
2020-10-07,1819,67310,82383,13254,0.022079798016581092,0.8170374955998203,37.00384826827928
2020-10-08,1838,68352,83392,13202,0.02204048349961627,0.819646968534152,37.18824809575626
2020-10-09,1860,69203,84364,13301,0.022047318761557064,0.8202906452989427,37.20591397849462
2020-10-10,1877,70487,85617,13253,0.021923216183701834,0.8232827592650992,37.55301012253596
2020-10-11,1901,71549,87006,13556,0.021849067880376067,0.822345585361929,37.637559179379274
2020-10-12,1922,72633,88174,13619,0.021797808877900515,0.8237462290471114,37.79032258064516
2020-10-13,1944,73733,89228,13551,0.02178688304119783,0.8263437485990944,37.928497942386834
2020-10-14,1961,74924,90266,13381,0.0217246803890723,0.8300356723461768,38.207037225905154
2020-10-15,1984,75974,91337,13379,0.021721755695939215,0.8317987234089143,38.29334677419355
2020-10-16,2008,76956,92382,13418,0.021735835985365114,0.8330194193674092,38.32470119521912
2020-10-17,2032,78062,93356,13262,0.021766142508247998,0.836175500235657,38.41633858267716
2020-10-18,2051,79136,94327,13140,0.02174350928154187,0.838953852025401,38.584105314480745
2020-10-19,2064,80261,95253,12928,0.021668608862712987,0.8426086317491313,38.88614341085271
2020-10-20,2086,81107,96217,13024,0.021680160470602908,0.8429591444339358,38.88159156279961
2020-10-21,2105,82178,97217,12934,0.021652591624921568,0.8453048335167718,39.03942992874109
2020-10-22,2120,83338,98206,12748,0.02158727572653402,0.8486039549518359,39.31037735849057
2020-10-23,2138,84430,99158,12590,0.021561548236148368,0.8514693721131931,39.49017773620206
2020-10-24,2153,85586,100220,12481,0.021482737976451807,0.8539812412692077,39.7519739897817
2020-10-25,2164,86815,100991,12012,0.021427651968987337,0.8596310562327336,40.117837338262476
2020-10-26,2185,87977,101897,11735,0.0214432220771956,0.8633914639292619,40.264073226544625
2020-10-27,2195,89060,102678,11423,0.02137751027483979,0.8673717836342741,40.57403189066059
2020-10-28,2211,90157,103522,11154,0.021357779022816405,0.8708970073993934,40.77657168701945
2020-10-29,2225,91235,104235,10775,0.021345997025950976,0.8752818151292752,41.00449438202247
2020-10-30,2239,92312,104847,10296,0.021354926702719202,0.8804448386696806,41.22912014292095
2020-10-31,2255,94434,105597,8908,0.021354773336363722,0.8942867695104975,41.87760532150776
2020-11-01,2273,94819,106205,9113,0.021402005555294007,0.8927922414198954,41.7153541575011
2020-11-02,2291,95876,107229,9062,0.021365488813660485,0.8941237911385912,41.84897424705369
2020-11-03,2300,96902,107846,8644,0.021326706600152068,0.8985219665077981,42.13130434782609
2020-11-04,2315,97833,108620,8472,0.021312833732277665,0.9006904805744799,42.26047516198704
2020-11-05,2331,98806,109411,8274,0.02130498761550484,0.9030719031907212,42.387816387816386
2020-11-06,2348,99830,110083,7905,0.021329360573385536,0.9068611865592325,42.517035775127766
2020-11-07,2359,100816,111201,8026,0.02121383800505391,0.9066105520633807,42.736752861381945
2020-11-08,2366,101791,112027,7870,0.021119908593464076,0.9086291697537201,43.02240067624683
2020-11-09,2377,102844,112743,7522,0.021083348855361308,0.9121985400423973,43.26630206142196
2020-11-10,2391,104144,113756,7221,0.02101867154259995,0.9155033580646296,43.556670849017145
2020-11-11,2403,105117,114343,6823,0.02101571587241895,0.9193129443866263,43.74406991260924
2020-11-12,2414,106189,115174,6571,0.020959591574487298,0.9219876013683644,43.988815244407625
2020-11-13,2428,107147,116207,6632,0.020893749946216664,0.9220356777130465,44.12973640856672
2020-11-14,2441,108209,117462,6812,0.020781188809998127,0.9212255878496876,44.32978287587054
2020-11-15,2448,109181,118627,6998,0.02063611150918425,0.9203722592664402,44.600081699346404
2020-11-16,2455,110221,119633,6957,0.020521093678165722,0.9213260555197981,44.89653767820774
2020-11-17,2459,111096,120671,7116,0.020377721242054843,0.920652020783784,45.17934119560797
2020-11-18,2470,111948,121818,7400,0.020276149665895023,0.9189774910111806,45.323076923076925
2020-11-19,2484,112833,123003,7686,0.020194629399282946,0.9173190897782981,45.42391304347826
2020-11-20,2501,113739,124243,8003,0.020129906715066443,0.9154560015453587,45.477409036385446
2020-11-21,2515,114863,125822,8444,0.019988555260606253,0.9129007645721734,45.67117296222664
2020-11-22,2531,115939,127164,8694,0.019903431788871065,0.9117281620584442,45.807585934413275
2020-11-23,2548,117003,128173,8622,0.019879381773072333,0.9128521607514843,45.919544740973315
2020-11-24,2567,118062,129188,8559,0.01987026658822801,0.9138774499179491,45.99220880405142
2020-11-25,2584,119099,130461,8778,0.01980668552287657,0.9129088386567633,46.09094427244582
2020-11-26,2597,120287,131525,8641,0.019745295571184186,0.9145561680288918,46.31767423950712
2020-11-27,2614,121082,132961,9265,0.019659900271508185,0.910658012499906,46.32058148431523
2020-11-28,2632,122328,134331,9371,0.01959339244105977,0.9106460906268843,46.47720364741642
2020-11-29,2652,123163,135762,9947,0.019534184823441023,0.9071978904258924,46.441553544494724
2020-11-30,2671,124078,136861,10112,0.019516151423707266,0.9065986657996069,46.45376263571696
2020-12-01,2689,125102,137919,10128,0.019496951108984258,0.9070686417389917,46.523614726664185
2020-12-02,2710,126163,139085,10212,0.01948448790308085,0.9070927849875975,46.55461254612546
2020-12-03,2734,127136,140238,10368,0.019495429198933243,0.9065731114248634,46.50182882223848
2020-12-04,2757,128051,141270,10462,0.01951582076874071,0.9064274085085298,46.44577439245557
2020-12-05,2779,129067,142630,10784,0.019483979527448642,0.9049078034074178,46.443684778697374
2020-12-06,2799,130136,143961,11026,0.019442765749057036,0.9039670466306847,46.493747767059666
2020-12-07,2823,131071,145427,11533,0.019411801109835175,0.9012838056206894,46.42968473255402
2020-12-08,2842,132248,146601,11511,0.019385952346846202,0.9020948015361423,46.53342716396904
2020-12-09,2860,133318,147838,11660,0.019345499803839337,0.9017843856112772,46.61468531468532
2020-12-10,2880,134366,149018,11772,0.01932652431249916,0.9016763075601605,46.65486111111111
2020-12-11,2902,135545,150250,11803,0.019314475873544092,0.9021297836938436,46.70744314266023
2020-12-12,2922,136489,151201,11790,0.01932526901277108,0.9026990562231731,46.71081451060917
2020-12-13,2941,137605,152499,11953,0.019285372363097464,0.9023337857953166,46.788507310438625
2020-12-14,2963,138988,154065,12114,0.0192321422776101,0.9021387076883134,46.90786365170435
2020-12-15,2990,140225,155122,11907,0.01927515117133611,0.9039659107025438,46.89799331103679
2020-12-16,3010,141365,156343,11968,0.019252540887663663,0.9041978214566689,46.96511627906977
2020-12-17,3027,142741,158033,12265,0.019154227281643708,0.9032354002012238,47.15592996366039
2020-12-18,3048,143959,159620,12613,0.019095351459716827,0.9018857286054379,47.23064304461942
2020-12-19,3068,145066,161519,13385,0.018994669357784533,0.8981358230301079,47.28357235984355
2020-12-20,3087,146958,163111,13066,0.01892576221100968,0.9009692785894269,47.605442176870746
2020-12-21,3097,148308,164577,13172,0.018817939323234716,0.9011465757669662,47.88763319341298
2020-12-22,3115,149691,165888,13082,0.018777729552469136,0.9023618344907407,48.05489566613162
2020-12-23,3130,151122,167842,13590,0.01864849084257814,0.9003825025917231,48.281789137380194
2020-12-24,3146,152491,169775,14138,0.01853040789279929,0.8981946694154027,48.471392244119514
2020-12-25,3167,154242,171871,14462,0.018426610655666167,0.8974288856177016,48.70287338174929
2020-12-26,3182,156798,173929,13949,0.018294821450131952,0.901505786844057,49.27655562539284
2020-12-27,3204,158615,175926,14107,0.01821220285801985,0.9016006730102429,49.50530586766542
2020-12-28,3226,159878,177604,14500,0.018164005315195603,0.9001936893313214,49.55920644761314
2020-12-29,3246,161337,179660,15077,0.018067460759211843,0.8980129132806413,49.70332717190388
2020-12-30,3266,162911,181713,15536,0.017973397610517684,0.8965291421087099,49.880894060012245
2020-12-31,3287,164881,183735,15567,0.017889895773804666,0.897384820529567,50.16154548220262
2021-01-01,3308,166512,185691,15871,0.017814541361724584,0.8967155112525648,50.33615477629988
2021-01-02,3334,168781,187586,15471,0.01777318136747945,0.8997526467860075,50.624175164967006
2021-01-03,3345,170510,189243,15388,0.017675686815364373,0.9010108696226544,50.9745889387145
2021-01-04,3369,173036,191075,14670,0.017631819965981944,0.9055920450085045,51.361234787770854
2021-01-05,3392,174131,192899,15376,0.017584331696898377,0.9027055609412179,51.33579009433962
2021-01-06,3410,175441,195301,16450,0.01746022805822807,0.8983108125406424,51.44897360703812
2021-01-07,3435,176882,197699,17382,0.017374898203835122,0.8947035645096839,51.49403202328966
2021-01-08,3463,179562,200658,17633,0.017258220454704022,0.8948658912178932,51.85157377995957
2021-01-09,3485,181613,203411,18313,0.017132800094390176,0.8928376538141989,52.11276901004304
2021-01-10,3517,184576,206122,18029,0.01706271043362669,0.8954696733002785,52.48109183963605
2021-01-11,3551,187086,208583,17946,0.01702439796148296,0.8969379096091245,52.68544072092369
2021-01-12,3589,188675,211252,18988,0.016989188268040065,0.8931276390282695,52.57035385901365
2021-01-13,3634,191635,214728,19459,0.016923736075407026,0.8924546402891099,52.73390203632361
2021-01-14,3675,193719,217893,20499,0.016866076468725476,0.8890556374000083,52.712653061224486
2021-01-15,3710,195924,220434,20800,0.016830434506473594,0.8888102561310869,52.80970350404313
2021-01-16,3745,198136,223970,22089,0.016720989418225654,0.8846541947582266,52.906809078771694
2021-01-17,3779,201907,227365,21679,0.01662085193411475,0.8880302597145558,53.42868483725854
2021-01-18,3815,204711,229726,21200,0.016606740203546834,0.8911094085998102,53.65950196592399
2021-01-19,3836,209238,232289,19215,0.016513911549836627,0.9007658563255255,54.5458811261731
2021-01-20,3868,210983,236075,21224,0.01638462353065763,0.8937117441491051,54.54576008273009
2021-01-21,3900,213570,239226,21756,0.016302575806977502,0.8927541320759449,54.761538461538464
2021-01-22,3940,215719,243018,23359,0.016212790822079024,0.8876667571949403,54.7510152284264
2021-01-23,3980,219287,246303,23036,0.016158958680974247,0.8903139628831155,55.097236180904524
2021-01-24,4024,221567,249815,24224,0.016107919860696915,0.8869243239997598,55.06138170974155
2021-01-25,4063,224071,252266,24132,0.016106015079321034,0.888233055584185,55.14915087373862
2021-01-26,4108,227010,254580,23462,0.016136381491083353,0.8917039830308744,55.26046738072055
2021-01-27,4134,229981,256416,22301,0.016122238861849495,0.8969058093098714,55.63159167876149
2021-01-28,4185,232701,259305,22419,0.01613929542430728,0.8974026725284896,55.603584229390684
2021-01-29,4224,235140,262753,23389,0.01607593443271818,0.8949089068440703,55.66761363636363
2021-01-30,4254,238395,266244,23595,0.01597782485239104,0.89540045972867,56.040197461212976
2021-01-31,4267,242069,269718,23382,0.015820227051957972,0.897489229491543,56.73048980548395
2021-02-01,4337,244202,273332,24793,0.0158671505714662,0.8934263093966313,56.30666359234494
2021-02-02,4379,248515,276694,23800,0.01582614729629121,0.8981582542447614,56.751541447819136
2021-02-03,4420,249810,280261,26031,0.01577101344817866,0.8913477080293013,56.51809954751131
2021-02-04,4461,254155,283893,25277,0.01571366676881783,0.8952492664489791,56.97265187177763
2021-02-05,4502,256702,287233,26029,0.015673686519306625,0.893706503082863,57.01954686805864
2021-02-06,4541,261027,289612,24044,0.015679598911647306,0.9012989793240611,57.48227262717463
2021-02-07,4587,265369,293825,23869,0.015611333276610228,0.903153237471284,57.852408981905384
2021-02-08,4631,268785,296969,23553,0.015594220272149618,0.9050944711400853,58.04038004750594
2021-02-09,4681,271573,300406,24152,0.015582245361277737,0.9040198930780344,58.0160222174749
2021-02-10,4725,274817,303715,24173,0.015557348171805804,0.9048515878372817,58.16232804232804
2021-02-11,4748,278822,306229,22659,0.015504736651329561,0.9105016180701371,58.72409435551811
2021-02-12,4798,284579,310039,20662,0.01547547244056393,0.917881298804344,59.3120050020842
2021-02-13,4850,289189,313057,19018,0.015492386370533162,0.9237582932181679,59.62659793814433
2021-02-14,4895,293538,315553,17120,0.01551244957265499,0.9302335899199183,59.96690500510725
2021-02-15,4940,295623,317432,16869,0.01556238816502432,0.9312955215605232,59.84271255060729
2021-02-16,4987,297695,319293,16611,0.015618882969560873,0.9323568008067825,59.69420493282534
2021-02-17,5026,299795,320738,15917,0.01567011080695147,0.9347037145582999,59.64882610425786
2021-02-18,5044,302451,321111,13616,0.015707963912790283,0.9418892532488765,59.96252973830293
2021-02-19,5081,304995,323031,12955,0.015729140546882497,0.9441663493596589,60.02656957291872
2021-02-20,5121,307759,325903,13023,0.0157132643762101,0.944326993000985,60.09744190587776
2021-02-21,5172,310412,328623,13039,0.015738399320802256,0.9445839153072061,60.01778808971385
2021-02-22,5206,312748,331094,13140,0.015723631355445886,0.9445897539671513,60.074529389166344
2021-02-23,5248,314563,331876,12065,0.015813135026335138,0.9478329255505068,59.939596036585364
2021-02-24,5301,317003,332658,10354,0.01593528488718143,0.9529396557425344,59.80060365968685
2021-02-25,5346,319326,334239,9567,0.015994542827138664,0.955382226490625,59.731762065095396
2021-02-26,5385,321038,335900,9477,0.016031557011015184,0.9557546888955046,59.61708449396472
2021-02-27,5439,322285,337637,9913,0.01610901648812186,0.9545310496183771,59.25445854017283
2021-02-28,5478,323892,339735,10365,0.016124332200097135,0.9533665945516359,59.125958378970424
2021-03-01,5528,326509,341793,9756,0.0161735319330706,0.9552828758927187,59.06458031837916
2021-03-02,5568,328526,342371,8277,0.016263059663347654,0.9595614114513203,59.00251436781609
2021-03-03,5613,331016,343808,7179,0.0163259726358898,0.9627931868950111,58.97309816497417
2021-03-04,5657,332758,345816,7401,0.016358410252851226,0.9622400351632082,58.82234399858582
2021-03-05,5702,334100,346975,7173,0.016433460623964263,0.9628935802291231,58.593475973342684
2021-03-06,5748,335617,348591,7226,0.016489238104253984,0.9627815979184775,58.38848295059151
2021-03-07,5790,337426,350425,7209,0.016522793750445887,0.9629050438752943,58.277374784110535
2021-03-08,5838,338931,352208,7439,0.016575432698859766,0.9623035251896607,58.05601233299075
2021-03-09,5883,340587,353075,6605,0.01666218225589464,0.9646307441761666,57.8934217236104
2021-03-10,5923,341398,354115,6794,0.0167262047639891,0.9640879375344168,57.63937193989533
2021-03-11,5943,342306,355869,7620,0.016699965436719692,0.96188766090893,57.59818273599193
2021-03-12,5969,343351,357742,8422,0.016685208893560163,0.9597726853430685,57.52236555536941
2021-03-13,5991,345202,358776,7583,0.01669844136731554,0.9621658081922982,57.620096811884494
2021-03-14,6026,347210,359980,6744,0.016739818878826602,0.9645258069892771,57.618652505808164
2021-03-15,6038,349002,361535,6495,0.01670101096712628,0.965333923409905,57.80092745942365
2021-03-16,6062,350561,362370,5747,0.016728757899384605,0.967411761459282,57.82926426921808
2021-03-17,6077,351680,363700,5943,0.016708825955457796,0.9669507836128678,57.870659865065
