date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2022-09-28,-11.0,2.0,-5.0,-23.0,-7,6
2022-09-29,-10.0,4.0,0.0,-23.0,-6,6
2022-09-30,-4.0,10.0,12.0,-21.0,-3,6
2022-10-01,-5.0,14.0,13.0,-14.0,-4,3
2022-10-02,-9.0,6.0,-9.0,-16.0,-5,5
2022-10-03,-15.0,-1.0,-12.0,-23.0,-6,7
2022-10-04,-21.0,-10.0,-23.0,-24.0,-8,7
2022-10-05,-10.0,8.0,-5.0,-21.0,-7,6
2022-10-06,-15.0,-4.0,-10.0,-22.0,-6,6
2022-10-07,-10.0,3.0,-6.0,-22.0,-6,6
2022-10-08,-11.0,2.0,9.0,-22.0,-31,6
2022-10-09,-12.0,0.0,-7.0,-18.0,-4,4
2022-10-10,-12.0,3.0,-4.0,-22.0,-7,5
2022-10-11,-16.0,-3.0,-13.0,-23.0,-8,7
2022-10-12,-13.0,-2.0,-3.0,-23.0,-7,6
2022-10-13,-16.0,-6.0,-12.0,-24.0,-6,6
2022-10-14,-6.0,5.0,9.0,-22.0,-4,6
2022-10-15,-12.0,1.0,0.0,-20.0,-4,5
